pubchem_id,common_name,iupac_name,smile,inchi,has_sweet
5311443,AC1NSKN9,"(2R,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexanoic acid",C(C(C(C(C(C(=O)O)O)O)O)O)O,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3-,4-,5-/m1/s1",1
5315346,AC1NSSYJ,"heptane-1,3,4,5,7-pentol",C(CO)C(C(C(CCO)O)O)O,"InChI=1S/C7H16O5/c8-3-1-5(10)7(12)6(11)2-4-9/h5-12H,1-4H2",1
5315350,AC1NSSYS,"(2S,3R,4S,5S,6R)-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol",C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)O)O)O)O)O)O)O)O)O)O,"InChI=1S/C17H30O15/c18-4-1-28-16(13(25)7(4)19)29-3-6-9(21)11(23)14(26)17(32-6)30-2-5-8(20)10(22)12(24)15(27)31-5/h4-27H,1-3H2/t4-,5-,6-,7+,8-,9-,10+,11+,12-,13-,14-,15+,16+,17+/m1/s1",1
5315892,cinnamyl alcohol,(E)-3-phenylprop-2-en-1-ol,C1=CC=C(C=C1)C=CCO,"InChI=1S/C9H10O/c10-8-4-7-9-5-2-1-3-6-9/h1-7,10H,8H2/b7-4+",1
5315912,(Z)-Cinnamyl acetate,[(Z)-3-phenylprop-2-enyl] acetate,CC(=O)OCC=CC1=CC=CC=C1,"InChI=1S/C11H12O2/c1-10(12)13-9-5-8-11-6-3-2-4-7-11/h2-8H,9H2,1H3/b8-5-",1
5316068,AC1NSTTI,"1,2,4,5,6,7-hexahydroxyheptan-3-one",C(C(C(C(C(=O)C(CO)O)O)O)O)O,"InChI=1S/C7H14O7/c8-1-3(10)5(12)7(14)6(13)4(11)2-9/h3-5,7-12,14H,1-2H2",1
5316275,AC1NSU47,"(2S,4R,5R)-4-methoxy-6-methyloxane-2,5-diol",CC1C(C(CC(O1)O)OC)O,"InChI=1S/C7H14O4/c1-4-7(9)5(10-2)3-6(8)11-4/h4-9H,3H2,1-2H3/t4?,5-,6+,7-/m1/s1",1
5316713,AC1NSUJZ,"(2S,3R,4S,5R,6R)-2-[4-hydroxy-2-(1-hydroxy-2,2-dimethoxyethyl)oxolan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",COC(C(C1C(C(CO1)O)OC2C(C(C(C(O2)CO)O)O)O)O)OC,"InChI=1S/C14H26O11/c1-21-13(22-2)10(20)12-11(5(16)4-23-12)25-14-9(19)8(18)7(17)6(3-15)24-14/h5-20H,3-4H2,1-2H3/t5?,6-,7+,8+,9-,10?,11?,12?,14+/m1/s1",1
5317246,Ethyl Beta-D-Galactopyranoside,"(2R,3R,4S,5R,6R)-2-ethoxy-6-(hydroxymethyl)oxane-3,4,5-triol",CCOC1C(C(C(C(O1)CO)O)O)O,"InChI=1S/C8H16O6/c1-2-13-8-7(12)6(11)5(10)4(3-9)14-8/h4-12H,2-3H2,1H3/t4-,5+,6+,7-,8-/m1/s1",1
5317319,beta-cis-farnesene,"(6Z)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene",CC(=CCCC(=CCCC(=C)C=C)C)C,"InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9,12H,1,4,7-8,10-11H2,2-3,5H3/b15-12-",1
5317407,beta-d-psicopyranose,"(2R,3R,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",C1C(C(C(C(O1)(CO)O)O)O)O,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5-,6-/m1/s1",1
5319249,AC1NSXTR,"(2R,3R,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11-,12-/m1/s1",1
5319263,AC1NSXUI,"(3R,4S,5R,6R)-6-[[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol",C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)O)O)O)O)O)O)O)O)O)O)O,"InChI=1S/C18H32O16/c19-1-4-7(20)11(24)14(27)17(33-4)31-3-6-9(22)12(25)15(28)18(34-6)30-2-5-8(21)10(23)13(26)16(29)32-5/h4-29H,1-3H2/t4-,5-,6-,7+,8+,9+,10+,11+,12+,13-,14-,15-,16?,17+,18+/m1/s1",1
5319264,beta-D-talose,"(2R,3S,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C(C1C(C(C(C(O1)O)O)O)O)O,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5+,6-/m1/s1",1
5319595,AC1NSYBT,"(2S,3R,4R,5R,6S)-2-[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-methoxy-2-methyloxan-3-yl]oxy-6-methyloxane-3,4,5-triol",CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC)C)O)O)O,"InChI=1S/C13H24O9/c1-4-6(14)7(15)9(17)13(20-4)22-11-5(2)21-12(19-3)10(18)8(11)16/h4-18H,1-3H3/t4-,5-,6-,7+,8-,9+,10+,11-,12+,13-/m0/s1",1
5319755,6-Deoxy-L-altrose,"(2R,3S,4S,5S)-2,3,4,5-tetrahydroxyhexanal",CC(C(C(C(C=O)O)O)O)O,"InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h2-6,8-11H,1H3/t3-,4-,5-,6+/m0/s1",1
5319816,AC1NSYO4,"(2R,3R,4S,5R)-3-methoxyoxane-2,4,5-triol",COC1C(C(COC1O)O)O,"InChI=1S/C6H12O5/c1-10-5-4(8)3(7)2-11-6(5)9/h3-9H,2H2,1H3/t3-,4+,5-,6-/m1/s1",1
5320250,(Z)-Beta-Ocimene,"(3Z)-3,7-dimethylocta-1,3,6-triene",CC(=CCC=C(C)C=C)C,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7-8H,1,6H2,2-4H3/b10-8-",1
5320271,AC1NSZ9V,"(2R,4S,5S,6S)-4-methoxy-6-methyloxane-2,5-diol",CC1C(C(CC(O1)O)OC)O,"InChI=1S/C7H14O4/c1-4-7(9)5(10-2)3-6(8)11-4/h4-9H,3H2,1-2H3/t4-,5-,6+,7-/m0/s1",1
5320530,3-Phenylpropyl cinnamate,3-phenylpropyl (E)-3-phenylprop-2-enoate,C1=CC=C(C=C1)CCCOC(=O)C=CC2=CC=CC=C2,"InChI=1S/C18H18O2/c19-18(14-13-17-10-5-2-6-11-17)20-15-7-12-16-8-3-1-4-9-16/h1-6,8-11,13-14H,7,12,15H2/b14-13+",1
5321399,betaGlc(1->2)betaGal,"(2R,3R,4S,5R,6R)-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2,4,5-triol",C(C1C(C(C(C(O1)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-6(16)8(18)10(11(20)21-3)23-12-9(19)7(17)5(15)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6+,7+,8+,9-,10-,11-,12+/m1/s1",1
5321995,AC1NT12D,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12?/m1/s1",1
5321997,AC1NT12G,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6+,7+,8+,9-,10-,11+,12+/m1/s1",1
5326987,AC1NS1FX,"(2S,3S,4S,5S,6S)-2-(hydroxymethyl)-6-octoxyoxane-3,4,5-triol",CCCCCCCCOC1C(C(C(C(O1)CO)O)O)O,"InChI=1S/C14H28O6/c1-2-3-4-5-6-7-8-19-14-13(18)12(17)11(16)10(9-15)20-14/h10-18H,2-9H2,1H3/t10-,11+,12-,13-,14-/m0/s1",1
5327005,AC1NS1GS,"(2R,3R,4S,5S,6R)-3-hexoxy-6-(hydroxymethyl)oxane-2,4,5-triol",CCCCCCOC1C(C(C(OC1O)CO)O)O,"InChI=1S/C12H24O6/c1-2-3-4-5-6-17-11-10(15)9(14)8(7-13)18-12(11)16/h8-16H,2-7H2,1H3/t8-,9-,10+,11-,12-/m1/s1",1
5331187,STK366747,"[(2R,3S,4R,5R,6R)-3,4,6-triacetyloxy-5-hydroxyoxan-2-yl]methyl acetate",CC(=O)OCC1C(C(C(C(O1)OC(=O)C)O)OC(=O)C)OC(=O)C,"InChI=1S/C14H20O10/c1-6(15)20-5-10-12(21-7(2)16)13(22-8(3)17)11(19)14(24-10)23-9(4)18/h10-14,19H,5H2,1-4H3/t10-,11-,12+,13-,14+/m1/s1",1
5338463,Citral propylene glycol acetal,"2-[(1E)-2,6-dimethylhepta-1,5-dienyl]-4-methyl-1,3-dioxolane",CC1COC(O1)C=C(C)CCC=C(C)C,"InChI=1S/C13H22O2/c1-10(2)6-5-7-11(3)8-13-14-9-12(4)15-13/h6,8,12-13H,5,7,9H2,1-4H3/b11-8+",1
5351449,NSC1219,"(2R,3S,4S,5S,6S)-6-methyloxane-2,3,4,5-tetrol",CC1C(C(C(C(O1)O)O)O)O,"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4-,5-,6+/m0/s1",1
5352162,Neryl butyrate,"[(2Z)-3,7-dimethylocta-2,6-dienyl] butanoate",CCCC(=O)OCC=C(C)CCC=C(C)C,"InChI=1S/C14H24O2/c1-5-7-14(15)16-11-10-13(4)9-6-8-12(2)3/h8,10H,5-7,9,11H2,1-4H3/b13-10-",1
5352428,(Z)-4-Hydroxy-6-dodecenoic acid lactone,5-[(Z)-oct-2-enyl]oxolan-2-one,CCCCCC=CCC1CCC(=O)O1,"InChI=1S/C12H20O2/c1-2-3-4-5-6-7-8-11-9-10-12(13)14-11/h6-7,11H,2-5,8-10H2,1H3/b7-6-",1
5352481,"5,6-Epoxy-beta-ionone","(E)-4-(1,5,5-trimethyl-7-oxabicyclo[4.1.0]heptan-6-yl)but-3-en-2-one",CC(=O)C=CC12C(CCCC1(O2)C)(C)C,"InChI=1S/C13H20O2/c1-10(14)6-9-13-11(2,3)7-5-8-12(13,4)15-13/h6,9H,5,7-8H2,1-4H3/b9-6+",1
5352836,(Z)-4-Octen-1-ol,(Z)-oct-4-en-1-ol,CCCC=CCCCO,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h4-5,9H,2-3,6-8H2,1H3/b5-4-",1
5352905,"4-Propenyl-2,6-dimethoxyphenol","2,6-dimethoxy-4-[(E)-prop-1-enyl]phenol",CC=CC1=CC(=C(C(=C1)OC)O)OC,"InChI=1S/C11H14O3/c1-4-5-8-6-9(13-2)11(12)10(7-8)14-3/h4-7,12H,1-3H3/b5-4+",1
5354263,cis-Ethyl crotonate,ethyl (Z)-but-2-enoate,CCOC(=O)C=CC,"InChI=1S/C6H10O2/c1-3-5-6(7)8-4-2/h3,5H,4H2,1-2H3/b5-3-",1
5354280,Vanitrope,2-ethoxy-5-[(E)-prop-1-enyl]phenol,CCOC1=C(C=C(C=C1)C=CC)O,"InChI=1S/C11H14O2/c1-3-5-9-6-7-11(13-4-2)10(12)8-9/h3,5-8,12H,4H2,1-2H3/b5-3+",1
5354896,alpha-Methyl cinnamaldehyde,(Z)-2-methyl-3-phenylprop-2-enal,CC(=CC1=CC=CC=C1)C=O,"InChI=1S/C10H10O/c1-9(8-11)7-10-5-3-2-4-6-10/h2-8H,1H3/b9-7-",1
5355293,Isoambrettolide,(10Z)-1-oxacycloheptadec-10-en-2-one,C1CCCC=CCCCCCCOC(=O)CCC1,"InChI=1S/C16H28O2/c17-16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-18-16/h1,3H,2,4-15H2/b3-1-",1
5355858,Linalyl cinnamate,"3,7-dimethylocta-1,6-dien-3-yl (E)-3-phenylprop-2-enoate",CC(=CCCC(C)(C=C)OC(=O)C=CC1=CC=CC=C1)C,"InChI=1S/C19H24O2/c1-5-19(4,15-9-10-16(2)3)21-18(20)14-13-17-11-7-6-8-12-17/h5-8,10-14H,1,9,15H2,2-4H3/b14-13+",1
5356908,Hexyl crotonate,hexyl (Z)-but-2-enoate,CCCCCCOC(=O)C=CC,"InChI=1S/C10H18O2/c1-3-5-6-7-9-12-10(11)8-4-2/h4,8H,3,5-7,9H2,1-2H3/b8-4-",1
5357388,methyl (2Z)-non-2-enoate,methyl (Z)-non-2-enoate,CCCCCCC=CC(=O)OC,"InChI=1S/C10H18O2/c1-3-4-5-6-7-8-9-10(11)12-2/h8-9H,3-7H2,1-2H3/b9-8-",1
5362581,Ethyl methyl-p-tolylglycidate,ethyl 3-methyl-3-(4-methylphenyl)oxirane-2-carboxylate,CCOC(=O)C1C(O1)(C)C2=CC=C(C=C2)C,"InChI=1S/C13H16O3/c1-4-15-12(14)11-13(3,16-11)10-7-5-9(2)6-8-10/h5-8,11H,4H2,1-3H3",1
5362588,81925-81-7,(E)-5-methylhept-2-en-4-one,CCC(C)C(=O)C=CC,"InChI=1S/C8H14O/c1-4-6-8(9)7(3)5-2/h4,6-7H,5H2,1-3H3/b6-4+",1
5362623,Ethyl (Z)hex-3-enoate,ethyl (Z)-hex-3-enoate,CCC=CCC(=O)OCC,"InChI=1S/C8H14O2/c1-3-5-6-7-8(9)10-4-2/h5-6H,3-4,7H2,1-2H3/b6-5-",1
5362782,"3-Hexenoic acid, methyl ester",methyl (E)-hex-3-enoate,CCC=CCC(=O)OC,"InChI=1S/C7H12O2/c1-3-4-5-6-7(8)9-2/h4-5H,3,6H2,1-2H3/b5-4+",1
5363140,5-Methyl-3-Hexen-2-One,(E)-5-methylhex-3-en-2-one,CC(C)C=CC(=O)C,"InChI=1S/C7H12O/c1-6(2)4-5-7(3)8/h4-6H,1-3H3/b5-4+",1
5363203,trans-2-Heptenyl acetate,[(E)-hept-2-enyl] acetate,CCCCC=CCOC(=O)C,"InChI=1S/C9H16O2/c1-3-4-5-6-7-8-11-9(2)10/h6-7H,3-5,8H2,1-2H3/b7-6+",1
5363229,3-Octen-2-One,(E)-oct-3-en-2-one,CCCCC=CC(=O)C,"InChI=1S/C8H14O/c1-3-4-5-6-7-8(2)9/h6-7H,3-5H2,1-2H3/b7-6+",1
5363388,cis-3-Hexenyl acetate,[(Z)-hex-3-enyl] acetate,CCC=CCCOC(=O)C,"InChI=1S/C8H14O2/c1-3-4-5-6-7-10-8(2)9/h4-5H,3,6-7H2,1-2H3/b5-4-",1
5363426,Nerolidyl acetate,"[(6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-yl] acetate",CC(=CCCC(=CCCC(C)(C=C)OC(=O)C)C)C,"InChI=1S/C17H28O2/c1-7-17(6,19-16(5)18)13-9-12-15(4)11-8-10-14(2)3/h7,10,12H,1,8-9,11,13H2,2-6H3/b15-12+",1
5363817,alpha-Ionol,"(E)-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-ol",CC1=CCCC(C1C=CC(C)O)(C)C,"InChI=1S/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h6-8,11-12,14H,5,9H2,1-4H3/b8-7+",1
5363896,4-Methyl-2-phenyl-2-pentenal,(Z)-4-methyl-2-phenylpent-2-enal,CC(C)C=C(C=O)C1=CC=CC=C1,"InChI=1S/C12H14O/c1-10(2)8-12(9-13)11-6-4-3-5-7-11/h3-10H,1-2H3/b12-8+",1
5364231,cis-3-Hexenyl lactate,[(Z)-hex-3-enyl] 2-hydroxypropanoate,CCC=CCCOC(=O)C(C)O,"InChI=1S/C9H16O3/c1-3-4-5-6-7-12-9(11)8(2)10/h4-5,8,10H,3,6-7H2,1-2H3/b5-4-",1
5364778,Ethyl hex-2-enoate,ethyl (E)-hex-2-enoate,CCCC=CC(=O)OCC,"InChI=1S/C8H14O2/c1-3-5-6-7-8(9)10-4-2/h6-7H,3-5H2,1-2H3/b7-6+",1
5365027,cis-2-Nonen-1-ol,(Z)-non-2-en-1-ol,CCCCCCC=CCO,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h7-8,10H,2-6,9H2,1H3/b8-7-",1
5365069,53398-85-9,[(Z)-hex-3-enyl] 2-methylbutanoate,CCC=CCCOC(=O)C(C)CC,"InChI=1S/C11H20O2/c1-4-6-7-8-9-13-11(12)10(3)5-2/h6-7,10H,4-5,8-9H2,1-3H3/b7-6-",1
5365587,cis-3-Hexenyl formate,[(Z)-hex-3-enyl] formate,CCC=CCCOC=O,"InChI=1S/C7H12O2/c1-2-3-4-5-6-9-7-8/h3-4,7H,2,5-6H2,1H3/b4-3-",1
5365782,Perillartine,(NE)-N-[(4-prop-1-en-2-ylcyclohexen-1-yl)methylidene]hydroxylamine,CC(=C)C1CCC(=CC1)C=NO,"InChI=1S/C10H15NO/c1-8(2)10-5-3-9(4-6-10)7-11-12/h3,7,10,12H,1,4-6H2,2H3/b11-7+",1
5365916,delta-Damascone,"(E)-1-(2,6,6-trimethylcyclohex-3-en-1-yl)but-2-en-1-one",CC=CC(=O)C1C(C=CCC1(C)C)C,"InChI=1S/C13H20O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5-8,10,12H,9H2,1-4H3/b7-5+",1
5365991,Neryl isobutyrate,"[(2Z)-3,7-dimethylocta-2,6-dienyl] 2-methylpropanoate",CC(C)C(=O)OCC=C(C)CCC=C(C)C,"InChI=1S/C14H24O2/c1-11(2)7-6-8-13(5)9-10-16-14(15)12(3)4/h7,9,12H,6,8,10H2,1-5H3/b13-9-",1
5366074,Damascenone,"(E)-1-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)but-2-en-1-one",CC=CC(=O)C1=C(C=CCC1(C)C)C,"InChI=1S/C13H18O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5-8H,9H2,1-4H3/b7-5+",1
5367698,cis-3-Hexenyl phenylacetate,[(Z)-hex-3-enyl] 2-phenylacetate,CCC=CCCOC(=O)CC1=CC=CC=C1,"InChI=1S/C14H18O2/c1-2-3-4-8-11-16-14(15)12-13-9-6-5-7-10-13/h3-7,9-10H,2,8,11-12H2,1H3/b4-3-",1
5367785,Geranyl tiglate,"[(2E)-3,7-dimethylocta-2,6-dienyl] (E)-2-methylbut-2-enoate",CC=C(C)C(=O)OCC=C(C)CCC=C(C)C,"InChI=1S/C15H24O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h6,8,10H,7,9,11H2,1-5H3/b13-10+,14-6+",1
5367807,Angelic Acid Isobutyl Ester,2-methylpropyl (Z)-2-methylbut-2-enoate,CC=C(C)C(=O)OCC(C)C,"InChI=1S/C9H16O2/c1-5-8(4)9(10)11-6-7(2)3/h5,7H,6H2,1-4H3/b8-5-",1
5370602,5-Methyl-2-phenyl-2-hexenal,(E)-5-methyl-2-phenylhex-2-enal,CC(C)CC=C(C=O)C1=CC=CC=C1,"InChI=1S/C13H16O/c1-11(2)8-9-13(10-14)12-6-4-3-5-7-12/h3-7,9-11H,8H2,1-2H3/b13-9-",1
5371084,"Ionone, methyl-","(E)-1-(2,6,6-trimethylcyclohex-2-en-1-yl)pent-1-en-3-one",CCC(=O)C=CC1C(=CCCC1(C)C)C,"InChI=1S/C14H22O/c1-5-12(15)8-9-13-11(2)7-6-10-14(13,3)4/h7-9,13H,5-6,10H2,1-4H3/b9-8+",1
5372353,cis-3-Hexenyl anthranilate,[(Z)-hex-3-enyl] 2-aminobenzoate,CCC=CCCOC(=O)C1=CC=CC=C1N,"InChI=1S/C13H17NO2/c1-2-3-4-7-10-16-13(15)11-8-5-6-9-12(11)14/h3-6,8-9H,2,7,10,14H2,1H3/b4-3-",1
5372954,cis-Cinnamic acid,(Z)-3-phenylprop-2-enoic acid,C1=CC=C(C=C1)C=CC(=O)O,"InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6-",1
5373729,beta-Ionol,"(E)-4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-ol",CC1=C(C(CCC1)(C)C)C=CC(C)O,"InChI=1S/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h7-8,11,14H,5-6,9H2,1-4H3/b8-7+",1
5383634,"2-methoxy-1-oxo-1,2-benzothiazol-3-one","2-methoxy-1-oxo-1,2-benzothiazol-3-one",CON1C(=O)C2=CC=CC=C2S1=O,"InChI=1S/C8H7NO3S/c1-12-9-8(10)6-4-2-3-5-7(6)13(9)11/h2-5H,1H3",1
5459355,AHR-(1-3)XYS,"(3R,5S)-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxyoxane-3,5-diol",C1C(C(C(CO1)O)OC2C(C(C(O2)CO)O)O)O,"InChI=1S/C10H18O8/c11-1-6-7(14)8(15)10(17-6)18-9-4(12)2-16-3-5(9)13/h4-15H,1-3H2/t4-,5+,6-,7-,8+,9?,10-/m0/s1",1
5459865,AC1NUSGY,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-[[(2S,3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)COC3(C(C(C(O3)CO)O)O)O)O)O)O)O,"InChI=1S/C17H30O16/c18-1-5-8(21)11(24)12(25)15(30-5)33-16(13(26)9(22)6(2-19)31-16)4-29-17(28)14(27)10(23)7(3-20)32-17/h5-15,18-28H,1-4H2/t5-,6-,7-,8-,9-,10-,11+,12-,13+,14+,15-,16+,17+/m1/s1",1
5459879,Sedoheptulose,"(3S,4R,5R,6R)-1,3,4,5,6,7-hexahydroxyheptan-2-one",C(C(C(C(C(C(=O)CO)O)O)O)O)O,"InChI=1S/C7H14O7/c8-1-3(10)5(12)7(14)6(13)4(11)2-9/h3,5-10,12-14H,1-2H2/t3-,5-,6-,7-/m1/s1",1
5459956,(R)-idonate,"(2R,3S,4R,5S)-2,3,4,5,6-pentahydroxyhexanoate",C(C(C(C(C(C(=O)[O-])O)O)O)O)O,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/p-1/t2-,3+,4-,5+/m0/s1",1
5459986,D-altronate,"(2S,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",C(C(C(C(C(C(=O)[O-])O)O)O)O)O,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/p-1/t2-,3-,4-,5+/m1/s1",1
5460024,L-Fructose,"(3R,4S,5S)-1,3,4,5,6-pentahydroxyhexan-2-one",C(C(C(C(C(=O)CO)O)O)O)O,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6-/m0/s1",1
5460026,Gentiobiose,"(3R,4S,5S,6R)-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol",C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12-/m1/s1",1
5460029,D-Rhamnose,"(2S,3S,4R,5R)-2,3,4,5-tetrahydroxyhexanal",CC(C(C(C(C=O)O)O)O)O,"InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h2-6,8-11H,1H3/t3-,4-,5-,6-/m1/s1",1
5460044,L-Iditol,"(2S,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C(C(C(C(C(CO)O)O)O)O)O,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5+,6+/m0/s1",1
5460054,mannonate,"(2S,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate",C(C(C(C(C(C(=O)[O-])O)O)O)O)O,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/p-1/t2-,3-,4+,5+/m1/s1",1
5460126,aldehydo-D-glucuronate,"(2S,3S,4S,5R)-2,3,4,5-tetrahydroxy-6-oxohexanoate",C(=O)C(C(C(C(C(=O)[O-])O)O)O)O,"InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h1-5,8-11H,(H,12,13)/p-1/t2-,3+,4-,5-/m0/s1",1
5460226,AC1NUSYR,"(2S,3S,4S,5S)-2,3,4,5-tetrahydroxy-6-oxohexanoate",C(=O)C(C(C(C(C(=O)[O-])O)O)O)O,"InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h1-5,8-11H,(H,12,13)/p-1/t2-,3-,4+,5+/m1/s1",1
5460248,AC1NUSZL,"(5R)-2,3,4,5,6-pentahydroxyhexanal",C(C(C(C(C(C=O)O)O)O)O)O,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3?,4-,5?,6?/m1/s1",1
5460297,"d-glutamic acid, ion(1-)",(2R)-2-azaniumylpentanedioate,C(CC(=O)[O-])C(C(=O)[O-])[NH3+],"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m1/s1",1
